year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio
2016,Spain,6,6,NA,34,5,0,40,7,0,NA,0,0,2,3,María Gaspar,Marco Castrillón,86,14.333333333333334,0.3333333333333333,ESP,89.81,4.23,100,NA,NA,2.115,6.976744186046512
2016,Greece,6,5,1,35,8,0,38,3,0,NA,0,0,2,3,Anargyros Fellouris,Evangelos Zotos,84,14,0.3333333333333333,GRC,131.4,4.02,99.6416,Europe & Central Asia,High income: OECD,2.01,7.1172571428571425
2016,Lithuania,6,5,1,36,9,0,37,2,0,NA,0,0,3,3,Artūras Dubickas,Romualdas Kašuba,84,14,0.5,LTU,67.74,4,99.6416,Europe & Central Asia,High income: nonOECD,1.3333333333333333,7.1172571428571425
2016,Belgium,6,5,1,28,11,2,34,4,3,NA,0,0,3,1,Bart Windels,Philippe Niederkorn,82,13.666666666666666,0.5,BEL,77.24,6.46,NA,NA,NA,2.1533333333333333,NA
2016,New Zealand,6,6,NA,34,5,0,31,11,0,NA,0,1,1,2,Michael Albert,Stephen Mackereth,81,13.5,0.3333333333333333,NZL,81.86,5.51,98.61837,East Asia & Pacific,High income: OECD,2.755,7.305064444444445
2016,Azerbaijan,6,6,NA,33,3,0,37,6,0,NA,0,0,1,4,Javid Habibov,Fuad Garayev,79,13.166666666666666,0.16666666666666666,AZE,27.24,2.9,100,Europe & Central Asia,Upper middle income,2.9,7.59493670886076
2016,Slovakia,6,5,1,32,9,0,32,5,0,NA,0,0,2,3,Stanislav Krajči,Martin Vodička,78,13,0.3333333333333333,NA,50.3,3.9,NA,NA,NA,1.95,NA
2016,Malaysia,6,5,1,35,7,0,29,5,1,NA,0,0,2,3,Irwan Iqbal Ihsanuddin,Nor Sakinah Mohamad,77,12.833333333333334,0.3333333333333333,MYS,46.4,4.35,98,East Asia & Pacific,Upper middle income,2.175,7.636363636363636
2016,Argentina,6,5,1,37,7,1,29,1,0,NA,0,0,2,3,Patricia Fauring,Martín Mereb,75,12.5,0.3333333333333333,ARG,86.62,5.55,99.50271,NA,NA,2.775,7.9602167999999995
2016,South Africa,6,6,NA,31,8,0,30,4,0,NA,0,0,1,4,Dirk Basson,Phil Labuschagne,73,12.166666666666666,0.16666666666666666,ZAF,18.96,5.44,96.71,Sub-Saharan Africa,Upper middle income,5.44,7.948767123287671
2016,Costa Rica,6,6,NA,31,11,0,20,0,7,NA,0,0,2,2,Juan Gabriel Calvo,Juleana Villegas Segura,69,11.5,0.3333333333333333,CRI,52.13,6.89,98.43203,Latin America & Caribbean,Upper middle income,3.445,8.55930695652174
2016,Georgia,6,5,1,37,3,0,28,0,1,NA,0,0,1,4,George Chelidze,Givi Nadibaidze,69,11.5,0.16666666666666666,GEO,57.39,3.52,99.6416,Europe & Central Asia,Lower middle income,3.52,8.664486956521738
2016,Estonia,6,6,NA,31,3,0,28,5,0,NA,0,0,1,3,Oleg Košik,Heiki Niglas,67,11.166666666666666,0.16666666666666666,EST,73.03,5.16,99.6416,Europe & Central Asia,High income: OECD,5.16,8.923128358208956
2016,Tajikistan,6,6,NA,42,1,0,23,0,0,NA,0,0,0,6,Umed Karimov,Mirzobedil Jamolzoda,66,11,0,TJK,29.12,5.73,99.6416,Europe & Central Asia,Low income,NA,9.058327272727272
2016,Cyprus,6,6,NA,17,1,0,36,4,7,NA,0,1,0,3,Andreas Philippou,Theoklitos Paragyiou,65,10.833333333333334,0.16666666666666666,CYP,67.17,6.12,99.6416,Europe & Central Asia,High income: nonOECD,6.12,9.197686153846153
2016,Republic of Moldova,6,6,NA,38,5,0,18,4,0,NA,0,0,1,3,Valeriu Baltag,Vladimir Izbaş,65,10.833333333333334,0.16666666666666666,NA,52.84,5.67,99.6416,Europe & Central Asia,Lower middle income,5.67,9.197686153846153
2016,Slovenia,6,6,NA,34,3,0,26,2,0,NA,0,0,0,5,Gregor Dolinar,Matej Aleksandrov,65,10.833333333333334,0,SVN,79.47,4.79,99.6416,Europe & Central Asia,High income: OECD,NA,9.197686153846153
2016,Colombia,6,5,1,19,13,0,22,9,0,NA,0,0,2,1,Maria Elizabeth Losada,Pedro Barrios,63,10.5,0.3333333333333333,COL,57.14,NA,98.65,Latin America & Caribbean,Upper middle income,NA,9.395238095238096
2016,Sri Lanka,6,6,NA,36,7,0,20,0,0,NA,0,0,1,4,Dayal B. Dharmasena,Mohamed Sabri Mohamed Fuard,63,10.5,0.16666666666666666,LKA,17.81,3.23,99,NA,NA,3.23,9.428571428571429
2016,El Salvador,5,5,NA,35,0,0,12,0,13,NA,0,0,1,4,Ernesto Americo Hidalgo Castellanos,Gabriel Alexander Chicas Reyes,60,12,0.2,SLV,27.01,3.83,98.01,Latin America & Caribbean,Lower middle income,3.83,8.1675
2016,Albania,6,4,2,31,1,0,22,4,0,NA,0,0,1,3,Adrian Naço,Enkel Hysnelaj,58,9.666666666666666,0.16666666666666666,ALB,58.49,3.96,99.6416,Europe & Central Asia,Upper middle income,3.96,10.307751724137932
2016,Turkmenistan,6,6,NA,28,2,0,28,0,0,NA,0,0,0,5,Dovran Annanyyazov,Orazmammet Annaorazov,58,9.666666666666666,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Finland,6,5,1,14,6,0,23,2,10,NA,0,0,0,3,Esa Vesalainen,Jesse Jääsaari,55,9.166666666666666,0,FIN,89.33,6.85,99.6416,Europe & Central Asia,High income: OECD,NA,10.869992727272727
2016,Paraguay,6,6,NA,25,7,0,22,1,0,NA,0,0,2,1,Marcos Martínez Sugastti,Enrique Diaz Barriocanal,55,9.166666666666666,0.3333333333333333,PRY,NA,3.43,98.44,Latin America & Caribbean,Lower middle income,1.715,10.738909090909091
2016,North Macedonia,6,4,2,27,0,0,25,0,1,NA,0,0,0,3,Alekso Malcheski,Velinov Daniel,53,8.833333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Latvia,6,6,NA,21,6,0,19,0,6,NA,0,0,0,2,Jevgēnijs Vihrovs,Juris Škuškovniks,52,8.666666666666666,0,LVA,80.6,4.66,99.6416,Europe & Central Asia,High income: nonOECD,NA,11.497107692307694
2016,Ireland,6,3,3,23,2,0,20,6,0,NA,0,0,0,3,Bernd Kreussler,Anca Mustata,51,8.5,0,IRL,77.56,3.75,99.6416,Europe & Central Asia,High income: OECD,NA,11.722541176470587
2016,Tunisia,6,4,2,38,0,0,12,0,0,NA,0,0,0,4,Salah Marzougui,Mimouni Abderrahmen,50,8.333333333333334,0,TUN,31.19,NA,93.01966,Middle East & North Africa,Upper middle income,NA,11.1623592
2016,Kosovo,6,4,2,19,2,1,25,0,0,NA,0,0,1,2,Faton Berisha,Güven Gokceoglu,47,7.833333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2016,Uzbekistan,6,5,1,20,5,0,19,3,0,NA,0,0,1,2,Shukhrat Ismailov,Muratkhon Sharakhimov,47,7.833333333333333,0.16666666666666666,UZB,8.34,5.42,100,Europe & Central Asia,Lower middle income,5.42,12.76595744680851
2016,Morocco,6,5,1,30,1,0,11,4,0,NA,0,0,1,2,Mohamed Berraho,Elhassan Rhomari,46,7.666666666666667,0.16666666666666666,MAR,32.27,5.09,93.01966,Middle East & North Africa,Lower middle income,5.09,12.132999130434783
2016,Nicaragua,5,5,NA,29,2,0,12,2,0,NA,0,0,1,3,Darwing José Mena Gutiérrez,NA,45,9,0.2,NIC,17.77,4.08,98.43203,Latin America & Caribbean,Lower middle income,4.08,10.936892222222221
2016,Denmark,6,6,NA,23,2,0,19,0,0,NA,0,0,0,2,Kirsten Rosenkilde,Jan Agentoft Nielsen,44,7.333333333333333,0,DNK,82.17,7.69,99.6416,Europe & Central Asia,High income: OECD,NA,13.58749090909091
2016,Algeria,4,4,NA,22,2,0,17,0,0,NA,0,0,0,2,Malik Talbi,Ali Atia,41,10.25,0,DZA,44.11,6.5,NA,NA,NA,NA,NA
2016,Ecuador,6,5,1,20,0,0,16,2,0,NA,0,0,0,2,Jorge Chamaidan,Romnie Acosta,38,6.333333333333333,0,ECU,NA,4.36,97,Latin America & Caribbean,Upper middle income,NA,15.31578947368421
2016,Kyrgyzstan,6,5,1,23,0,0,11,0,0,NA,0,0,0,3,Saltanat Saparalieva,Asel Abdyldaeva,34,5.666666666666667,0,NA,43.4,6.59,99.6416,Europe & Central Asia,Lower middle income,NA,17.58381176470588
2016,Norway,6,5,1,20,1,0,11,2,0,NA,0,0,0,2,Dávid Kunszenti-Kovács,Johannes Kleppe,34,5.666666666666667,0,NOR,82.04,7.98,99.6416,Europe & Central Asia,High income: OECD,NA,17.58381176470588
2016,Venezuela,3,2,1,16,2,0,11,0,0,NA,0,0,1,1,Rafael Sánchez,José Nieto,29,9.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2016,Puerto Rico,2,1,1,12,0,0,8,0,7,NA,0,0,1,0,Luis Fernando Cáceres Duque,Omar Colón Reyes,27,13.5,0.5,PRI,99.68,NA,98.43203,Latin America & Caribbean,High income: nonOECD,NA,7.291261481481481
2016,Montenegro,2,2,NA,7,3,0,7,7,0,NA,0,1,0,0,Vladimir Jaćimović,Gojko Jelovac,24,12,0.5,MNE,59.18,NA,99.6416,Europe & Central Asia,Upper middle income,NA,8.303466666666667
2016,Nigeria,6,6,NA,16,0,0,6,0,2,NA,0,0,0,1,Olusola John Adeniran,Pius Aje Onah,24,4,0,NGA,NA,0.39,72.96,Sub-Saharan Africa,Lower middle income,NA,18.24
2016,Iceland,6,4,2,13,1,0,5,4,0,NA,0,0,0,0,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,23,3.8333333333333335,0,ISL,74.7,7.43,99.6416,Europe & Central Asia,High income: OECD,NA,25.993460869565215
2016,Chile,3,3,NA,14,2,0,2,0,0,NA,0,0,0,2,Hernan Burgos,Victor Cortes,18,6,0,CHL,88.85,5.37,98.43203,Latin America & Caribbean,High income: OECD,NA,16.405338333333333
2016,Pakistan,6,5,1,8,0,0,8,0,2,NA,0,0,0,0,Sarfraz Ahmad,Hani Shaker,18,3,0,PAK,8.48,2.42,88.08789,South Asia,Lower middle income,NA,29.36263
2016,Uruguay,1,1,NA,7,2,0,7,1,0,NA,0,0,1,0,Leonardo Lois Da Silva,NA,17,17,1,URY,59.65,4.36,99.15,NA,NA,4.36,5.832352941176471
2016,Trinidad and Tobago,4,2,2,10,2,0,2,0,1,NA,0,0,0,1,Indra Haraksingh,Jagdesh Ramnanan,15,3.75,0,TTO,NA,4.17,98.43203,Latin America & Caribbean,High income: nonOECD,NA,26.248541333333332
2016,Luxembourg,3,2,1,13,0,0,1,0,0,NA,0,0,0,0,Charles Leytem,Mike Dostert,14,4.666666666666667,0,LUX,19.92,4.47,99.6416,Europe & Central Asia,High income: OECD,NA,21.351771428571425
2016,Cambodia,6,5,1,13,0,0,0,0,0,NA,0,0,0,1,Kamerane Meak,Ngonn Seam,13,2.1666666666666665,0,KHM,NA,1.87,NA,NA,NA,NA,NA
2016,Myanmar,6,5,1,6,3,0,2,0,2,NA,0,0,0,0,Saw Win Maung,Htin Aung,13,2.1666666666666665,0,MMR,NA,2.16,90.42,East Asia & Pacific,Low income,NA,41.73230769230769
2016,Uganda,6,5,1,11,1,0,0,0,0,NA,0,0,0,1,Jasper Okello,Namuddu Assumpta Kasamba,12,2,0,UGA,4.76,2.14,79.78,Sub-Saharan Africa,Low income,NA,39.89
2016,Kenya,6,5,1,4,0,0,0,2,5,NA,0,0,0,0,James Katende,Jared Ongaro,11,1.8333333333333333,0,KEN,11.7,4.67,74.90617,Sub-Saharan Africa,Low income,NA,40.85791090909091
2016,Honduras,2,2,NA,2,2,0,6,0,0,NA,0,0,0,0,Iván Henríquez,Mariano Eliseo Solorzano Alvarado,10,5,0,HND,20.95,6.1,96.13,Latin America & Caribbean,Lower middle income,NA,19.226
2016,Madagascar,5,3,2,7,2,0,0,0,1,NA,0,0,0,0,Fanilo Rajaofetra Randriamahaleo,Maminirina Franck Ramaharo,10,2,0,MDG,4.76,2.7,74.90617,Sub-Saharan Africa,Low income,NA,37.453085
2016,Jamaica,1,1,NA,5,0,0,4,0,0,NA,0,0,0,0,Raymond Vincent McEachin Jr.,Samuel Alexander McDaniel,9,9,0,JAM,NA,5.31,98.43203,Latin America & Caribbean,Upper middle income,NA,10.936892222222221
2016,Botswana,6,4,2,7,0,0,0,0,0,NA,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole,7,1.1666666666666667,0,BWA,23.29,8.74,74.90617,Sub-Saharan Africa,Upper middle income,NA,64.20528857142857
2016,Egypt,5,3,2,3,2,0,0,0,0,NA,0,0,0,0,Adel Darwish,NA,5,1,0,NA,31.93,NA,93.01966,Middle East & North Africa,Lower middle income,NA,93.01966
2016,Ghana,3,2,1,2,2,0,1,0,0,NA,0,0,0,0,Mawuenyega Dogoe,Selorm Yao Ohene,5,1.6666666666666667,0,GHA,14.21,3.45,74.90617,Sub-Saharan Africa,Lower middle income,NA,44.943702
2016,Tanzania,2,2,NA,3,0,0,0,0,0,NA,0,0,0,0,Ertugrul Tarhan,Ismail Alli Nguno,3,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Iraq,5,5,NA,1,0,0,0,0,1,NA,0,0,0,0,Yusuf Zeybek,Mehmet Said Topkaya,2,0.4,0,IRQ,NA,NA,91,Middle East & North Africa,Upper middle income,NA,227.5
2016,Liechtenstein,1,NA,1,1,1,0,0,0,0,NA,0,0,0,0,Robert Meier,Masato Fabian Keller,2,2,0,LIE,35.02,NA,99.6416,Europe & Central Asia,High income: nonOECD,NA,49.8208
2016,Laos,6,2,4,0,0,0,0,0,0,NA,0,0,0,0,Khamphouth Phommasone,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,United States of America,6,6,NA,42,32,31,42,25,13,NA,5,1,0,0,Po-Shen Loh,John Berman,185,30.833333333333332,1,NA,88.89,4.93,NA,North America,High income: OECD,0.8216666666666667,NA
2015,People's Republic of China,6,6,NA,42,36,12,42,22,27,NA,4,2,0,0,Bin Xiong,Qiusheng Li,181,30.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2015,Republic of Korea,6,6,NA,42,15,18,42,25,19,NA,3,1,2,0,Yongjin Song,Bo-Hae Im,161,26.833333333333332,1,NA,93.97,4.45,98.59689,East Asia & Pacific,High income: OECD,0.7416666666666667,3.6744182608695652
2015,Democratic People's Republic of Korea,6,6,NA,42,25,17,42,22,8,NA,3,3,0,0,Yong Chol Ham,Ryong Gol Yom,156,26,1,NA,28.02,NA,NA,NA,NA,NA,NA
2015,Vietnam,6,5,1,35,21,23,42,28,2,NA,2,3,1,0,Bá Khánh Trình Lê,Anh Vinh Lê,151,25.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2015,Australia,6,6,NA,42,26,11,42,20,7,NA,2,4,0,0,Angelo Di Pasquale,Andrew Elvey Price,148,24.666666666666668,1,AUS,119.68,5.46,NA,NA,NA,0.91,NA
2015,Islamic Republic of Iran,6,6,NA,40,14,31,42,12,6,NA,3,2,1,0,Erfan Salavati,Kasra Alishahi,145,24.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2015,Russian Federation,6,6,NA,42,19,8,42,9,21,NA,0,6,0,0,Nazar Agakhanov,Dmitry Tereshin,141,23.5,1,RUS,84.24,3.83,99.60965,Europe & Central Asia,High income: nonOECD,0.6383333333333333,4.238708510638298
2015,Canada,6,6,NA,39,17,7,42,21,14,NA,2,0,4,0,Jacob Tsimerman,Lindsey Shorser,140,23.333333333333332,1,CAN,67.4,4.74,NA,North America,High income: OECD,0.79,NA
2015,Singapore,6,6,NA,39,26,10,42,17,5,NA,1,4,1,0,Yan Loi Wong,Teck Kian Teo,139,23.166666666666668,1,SGP,NA,2.86,100,East Asia & Pacific,High income: nonOECD,0.4766666666666666,4.316546762589928
2015,Ukraine,6,3,3,33,22,10,42,19,9,NA,2,3,1,0,Bogdan Rublov,Andrii Pankov,135,22.5,1,UKR,76.86,5.74,99.60965,Europe & Central Asia,Lower middle income,0.9566666666666667,4.427095555555556
2015,Thailand,6,6,NA,42,21,1,42,28,0,NA,2,3,1,0,Wicharn Lewkeeratiyutkul,Utsanee Leerawat,134,22.333333333333332,1,THA,NA,3.86,98,NA,NA,0.6433333333333333,4.388059701492538
2015,Romania,6,5,1,37,21,12,42,20,0,NA,1,4,1,0,Radu Gologan,Cătălin-Liviu Gherghe,132,22,1,ROU,49.36,3.11,99.60965,Europe & Central Asia,Upper middle income,0.5183333333333333,4.527711363636364
2015,France,6,6,NA,36,16,8,41,16,3,NA,0,3,3,0,Pierre Bornsztein,Vincent Jugé,120,20,1,FRA,62.79,5.45,99.60965,Europe & Central Asia,High income: OECD,0.9083333333333333,4.9804825
2015,Croatia,6,6,NA,36,18,4,39,22,0,NA,1,3,1,0,Matija Bašić,Kristina Ana Škreb,119,19.833333333333332,0.8333333333333334,HRV,68.44,4.97,99.60965,Europe & Central Asia,High income: nonOECD,0.994,5.022335294117648
2015,Peru,6,6,NA,33,16,9,37,23,0,NA,2,2,1,0,Jesús Zapata Samanez,Jorge Tipe Villanueva,118,19.666666666666668,0.8333333333333334,PER,NA,3.97,99.05,Latin America & Caribbean,Upper middle income,0.794,5.036440677966101
2015,Poland,6,6,NA,33,12,21,38,7,6,NA,1,1,4,0,Michał Pilipczuk,Andrzej Grzesik,117,19.5,1,POL,69.37,4.82,99.60965,Europe & Central Asia,High income: OECD,0.8033333333333333,5.10818717948718
2015,Taiwan,6,6,NA,35,9,5,40,18,8,NA,0,4,1,1,Shou-Jen Hsiao,John Meng Kai Hong,115,19.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2015,Mexico,6,6,NA,42,14,5,42,9,2,NA,1,2,3,0,Leonardo Ignacio Martínez Sandoval,Rogelio Valdez Delgado,114,19,1,MEX,31.97,5.05,99,NA,NA,0.8416666666666667,5.2105263157894735
2015,Hungary,6,5,1,42,13,4,38,11,5,NA,0,3,3,0,József Pelikán,Sándor Dobos,113,18.833333333333332,1,HUN,50.07,4.5,99.60965,Europe & Central Asia,Upper middle income,0.75,5.289007964601771
2015,Türkiye,6,5,1,36,26,6,35,10,0,NA,0,5,0,0,Azer Kerimov,Şahin Emrah,113,18.833333333333332,0.8333333333333334,NA,95.56,4.31,99,NA,NA,0.8619999999999999,5.2566371681415935
2015,Brazil,6,6,NA,38,7,5,42,14,3,NA,0,3,3,0,Luciano Guimarães Monteiro De Castro,Carlos Yuzo Shine,109,18.166666666666668,1,BRA,48.43,6.24,98.96,NA,NA,1.04,5.447339449541284
2015,Japan,6,6,NA,42,11,8,38,8,2,NA,0,3,3,0,Takahiko Fujita,Yasuharu Asai,109,18.166666666666668,1,JPN,62.47,3.31,98.59689,East Asia & Pacific,High income: OECD,0.5516666666666666,5.4273517431192655
2015,United Kingdom,6,6,NA,42,15,3,36,12,1,NA,0,4,1,1,Geoff Smith,Dominic Yeo,109,18.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2015,Kazakhstan,6,6,NA,30,14,3,42,16,0,NA,1,1,2,2,Damir Yeliussizov,Anton Vassilyev,105,17.5,0.6666666666666666,KAZ,49.03,3.34,99.60965,Europe & Central Asia,Upper middle income,0.835,5.69198
2015,Armenia,6,6,NA,39,7,9,42,7,0,NA,0,1,5,0,Tigran Margaryan,Smbat Gogyan,104,17.333333333333332,1,ARM,45.47,2.81,99.60965,Europe & Central Asia,Lower middle income,0.4683333333333333,5.7467105769230775
2015,Germany,6,6,NA,35,14,3,33,9,8,NA,0,2,3,0,Jürgen Prestin,Eric Müller,102,17,0.8333333333333334,DEU,68.23,4.86,99.60965,Europe & Central Asia,High income: OECD,0.9720000000000001,5.859391176470588
2015,Hong Kong,6,5,1,41,12,1,23,17,7,NA,0,2,3,1,Ka Ho Law,Chi Hong Chow,101,16.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2015,Bulgaria,6,4,2,36,13,9,32,5,5,NA,0,2,1,2,Peter Boyvalenkov,Emil Kolev,100,16.666666666666668,0.5,BGR,78.3,3.91,99.60965,Europe & Central Asia,Upper middle income,1.3033333333333335,5.976579
2015,Indonesia,6,6,NA,36,5,1,42,16,0,NA,0,2,4,0,Aleams Barra,Budi Surodjo,100,16.666666666666668,1,IDN,33.03,3.58,100,East Asia & Pacific,Lower middle income,0.5966666666666667,6
2015,Italy,6,6,NA,27,16,15,26,12,4,NA,1,2,0,0,Roberto Dvornicich,Ludovico Pernazza,100,16.666666666666668,0.5,ITA,60.94,4.07,99.60965,Europe & Central Asia,High income: OECD,1.3566666666666667,5.976579
2015,Serbia,6,4,2,35,11,1,35,18,0,NA,1,1,2,2,Dušan Đukić,Marko Radovanović,100,16.666666666666668,0.6666666666666666,SRB,58.95,NA,99.60965,Europe & Central Asia,Upper middle income,NA,5.976579
2015,Bangladesh,6,6,NA,32,6,4,42,13,0,NA,0,1,4,1,Mahbubul Alam Majumdar,A A Munir Hasan,97,16.166666666666668,0.8333333333333334,BGD,15.59,1.87,88,NA,NA,0.374,5.443298969072164
2015,Slovakia,6,6,NA,33,13,0,36,5,10,NA,0,2,3,0,Peter Novotný,Tomáš Jurík,97,16.166666666666668,0.8333333333333334,NA,52.72,4.58,NA,NA,NA,0.916,NA
2015,Macau,6,6,NA,26,2,3,42,15,0,NA,0,1,2,3,Ieng Tak Leong,Lung Yam Wan,88,14.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2015,Philippines,6,6,NA,35,6,2,35,7,2,NA,0,2,2,1,Jose Ernie Lope,Louie John Vallejo,87,14.5,0.6666666666666666,PHL,38.1,2.83,99,East Asia & Pacific,Lower middle income,0.7075,6.827586206896552
2015,India,6,5,1,17,23,4,37,5,0,NA,0,1,2,3,Chudamani R. Pranesachar,Rajendra Pawale,86,14.333333333333334,0.5,IND,27.28,4.11,86.96437,South Asia,Lower middle income,1.37,6.067281627906977
2015,Republic of Moldova,6,6,NA,32,1,8,31,13,0,NA,0,1,2,3,Valeriu Guțu,Valeriu Baltag,85,14.166666666666666,0.5,NA,52.1,5.81,99.60965,Europe & Central Asia,Lower middle income,1.9366666666666665,7.031269411764706
2015,Belarus,6,6,NA,31,7,2,38,6,0,NA,0,0,3,3,Igor Voronovich,Sergei Mazanik,84,14,0.5,BLR,98.03,4.79,99.60965,Europe & Central Asia,Upper middle income,1.5966666666666667,7.114975
2015,Israel,6,6,NA,36,14,5,18,9,1,NA,1,0,2,2,Dan Carmon,Amos Onn,83,13.833333333333334,0.5,ISR,60.82,5.8,90.77456,Middle East & North Africa,High income: OECD,1.9333333333333333,6.562016385542168
2015,Saudi Arabia,6,5,1,25,6,1,39,10,0,NA,0,1,3,2,Fawzi Al-Thukair,Abdulrahman Alguwaizani,81,13.5,0.6666666666666666,SAU,56.55,NA,90.77456,Middle East & North Africa,High income: nonOECD,NA,6.724041481481481
2015,Georgia,6,6,NA,31,6,1,35,7,0,NA,0,1,3,1,George Chelidze,Givi Nadibaidze,80,13.333333333333334,0.6666666666666666,GEO,51.18,3.16,99.60965,Europe & Central Asia,Lower middle income,0.79,7.470723749999999
2015,Bosnia and Herzegovina,6,3,3,21,4,3,42,6,0,NA,0,0,2,4,Dina Kamber,Marko Ćitić,76,12.666666666666666,0.3333333333333333,BIH,48.62,3.02,99.60965,Europe & Central Asia,Upper middle income,1.51,7.863919736842106
2015,Netherlands,6,5,1,35,7,0,29,5,0,NA,0,0,3,1,Quintijn Puite,Birgit van Dalen,76,12.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2015,Czech Republic,6,6,NA,38,5,0,24,7,0,NA,0,0,3,3,Karel Horak,Michal Rolinek,74,12.333333333333334,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2015,Mongolia,6,6,NA,23,4,2,35,10,0,NA,0,0,2,4,Bayarmagnai Gombodorj,Otgonbayar Uuye,74,12.333333333333334,0.3333333333333333,MNG,71.43,4.39,98.59689,East Asia & Pacific,Lower middle income,2.195,7.994342432432433
2015,Switzerland,6,5,1,38,4,0,25,7,0,NA,0,0,3,2,Clemens Pohle,Dimitri Wyss,74,12.333333333333334,0.5,CHE,60.82,5,99.60965,Europe & Central Asia,High income: OECD,1.6666666666666667,8.076458108108108
2015,Azerbaijan,6,6,NA,12,10,1,42,8,0,NA,0,0,2,4,Fuad Garayev,Elvin Mammadov,73,12.166666666666666,0.3333333333333333,AZE,25.48,2.95,100,Europe & Central Asia,Upper middle income,1.475,8.219178082191782
2015,Colombia,6,6,NA,32,3,2,31,3,1,NA,0,0,4,0,Maria Elizabeth Losada,Esteban González,72,12,0.6666666666666666,COL,54.8,NA,98.52,Latin America & Caribbean,Upper middle income,NA,8.209999999999999
2015,New Zealand,6,6,NA,30,1,0,33,8,0,NA,0,0,2,4,Chris Tuffley,Malcolm Granville,72,12,0.3333333333333333,NZL,82.18,5.71,98.59689,East Asia & Pacific,High income: OECD,2.855,8.2164075
2015,Greece,6,5,1,19,7,1,37,7,0,NA,0,1,2,2,Anargyros Fellouris,Evangelos Zotos,71,11.833333333333334,0.5,GRC,NA,3.66,99.60965,Europe & Central Asia,High income: OECD,1.22,8.41771690140845
2015,Argentina,6,5,1,33,4,0,29,4,0,NA,0,0,1,4,Patricia Fauring,Martín Mereb,70,11.666666666666666,0.16666666666666666,ARG,83.76,5.78,99.5597,NA,NA,5.78,8.533688571428572
2015,Portugal,6,6,NA,32,5,1,22,10,0,NA,0,0,3,1,António Salgueiro,Joana Teles,70,11.666666666666666,0.5,PRT,61.86,4.89,99.60965,Europe & Central Asia,High income: OECD,1.63,8.537970000000001
2015,Syria,6,6,NA,17,4,1,39,8,0,NA,0,1,1,3,Abdullatif Hanano,Imad Fattash,69,11.5,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2015,South Africa,6,6,NA,27,4,0,27,8,2,NA,0,0,1,2,Dirk Basson,Melissa Kistner,68,11.333333333333334,0.16666666666666666,ZAF,18.86,5.48,99,Sub-Saharan Africa,Upper middle income,5.48,8.735294117647058
2015,Belgium,6,6,NA,31,6,1,18,8,3,NA,0,1,0,3,Bart Windels,Philippe Niederkorn,67,11.166666666666666,0.16666666666666666,BEL,76.42,6.45,NA,NA,NA,6.45,NA
2015,Malaysia,6,5,1,28,2,1,30,5,0,NA,0,0,3,1,M. Suhaimi Ramly,Nor Sakinah Mohamad,66,11,0.5,MYS,44.87,4.7,98.59689,East Asia & Pacific,Upper middle income,1.5666666666666667,8.963353636363637
2015,Turkmenistan,6,6,NA,18,3,1,29,13,0,NA,0,0,2,2,Annamurat Gundogdyyev,Orazmammet Annaorazov,64,10.666666666666666,0.3333333333333333,TKM,NA,NA,99.60965,Europe & Central Asia,Upper middle income,NA,9.3384046875
2015,Uzbekistan,6,6,NA,6,9,1,37,11,0,NA,0,0,3,2,Shukhrat Ismailov,Umid Rakhmonov,64,10.666666666666666,0.5,UZB,8.05,5.49,100,Europe & Central Asia,Lower middle income,1.83,9.375
2015,Austria,6,6,NA,30,4,0,25,4,0,NA,0,0,3,1,Robert Geretschläger,Heinrich Josef Gstöttner,63,10.5,0.5,AUT,82.26,5.46,99.60965,Europe & Central Asia,High income: OECD,1.82,9.486633333333334
