"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Sub-Saharan Africa","Kenya","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2022","83.67","SOURCE: Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","95.86","SOURCE: Kyrgyzstan MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.92","SOURCE: Kyrgyzstan MICS 2018 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","40.52","SOURCE: Cambodia DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","45.87","SOURCE: Cambodia Living Standards Measurement Study Plus (LSMS+) 2019-20. The survey collected data on school attendance and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","46.19","SOURCE: Cambodia LSMS 2020 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","56.04","SOURCE: Cambodia DHS 2021-22. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","78.36","SOURCE: Kiribati MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Lao People's Democratic Republic","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2017","53.57","SOURCE: Lao People's Democratic Republic MICS 2017. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","25.54","SOURCE: Liberia DHS 2013. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","11.30","SOURCE: Liberia Household Income and Expenditure Survey 2016. The survey collected data on school attendance and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","27.35","SOURCE: Liberia DHS 2019-20. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Central and Southern Asia","Sri Lanka","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","96.33","SOURCE: Sri Lanka Household Integrated Economic Survey (HIES) 2019. The survey collected data on school attendance and educational attainment for age 5 and above."
"SDG: Central and Southern Asia","Sri Lanka","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2022","97.59","SOURCE: Sri Lanka Labour Force Survey 2022. The survey collected data on school attendance and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","26.56","SOURCE: Lesotho DHS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","44.33","SOURCE: Lesotho MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","98.28","SOURCE: Lithuania EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","98.46","SOURCE: Lithuania EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","98.78","SOURCE: Lithuania EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","98.25","SOURCE: Lithuania EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2017","98.47","SOURCE: Lithuania EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.07","SOURCE: Lithuania EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.06","SOURCE: Lithuania EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.80","SOURCE: Lithuania EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.09","SOURCE: Lithuania EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","94.30","SOURCE: Luxembourg EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","92.50","SOURCE: Luxembourg EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","93.89","SOURCE: Luxembourg EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","92.97","SOURCE: Luxembourg EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2017","93.40","SOURCE: Luxembourg EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","93.80","SOURCE: Luxembourg EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","94.07","SOURCE: Luxembourg EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","92.30","SOURCE: Luxembourg EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","96.52","SOURCE: Luxembourg EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","98.79","SOURCE: Latvia EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","97.71","SOURCE: Latvia EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","98.68","SOURCE: Latvia EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","99.22","SOURCE: Latvia EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2017","99.83","SOURCE: Latvia EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.53","SOURCE: Latvia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.97","SOURCE: Latvia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.06","SOURCE: Latvia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.42","SOURCE: Latvia EU-LFS 2021 (GEMR)."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","26.50","SOURCE: Madagascar MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","23.46","SOURCE: Madagascar DHS 2021. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2017","90.73","SOURCE: Maldives DHS 2016-17. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","86.41","SOURCE: ECLAC based on Modulo de Condiciones Socioeconomicas de la MCSENIGH, National, Aug  Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","85.40","SOURCE: Mexico IPUMS-International 2015. The census collected data on school attendance for age 3-95 and educational attainment for age 3 and above."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","87.49","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, National, Aug  Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","88.56","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, National, Aug  Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","90.33","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, National, Aug  Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2022","90.67","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, National, Aug  Nov."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","93.98","SOURCE: North Macedonia MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","17.21","SOURCE: Mali DHS 2012-13. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","29.96","SOURCE: Mali MICS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","27.28","SOURCE: Mali DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","17.25","SOURCE: Mali EMOP 2020 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Myanmar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2016","44.84","SOURCE: Myanmar DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Europe and Northern America","Montenegro","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2013","98.95","SOURCE: Montenegro MICS 2013. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Europe and Northern America","Montenegro","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","94.67","SOURCE: Montenegro MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Mongolia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2014","89.49","SOURCE: Mongolia MICS 2013-14. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Eastern and South-Eastern Asia","Mongolia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","94.87","SOURCE: Mongolia MICS 2018. The survey collected data on school attendance for age 2-24 and educational attainment for age 2 and above."
"SDG: Sub-Saharan Africa","Mozambique","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","17.06","SOURCE: Mozambique AIS 2015 (GEMR)."
"SDG: Sub-Saharan Africa","Mozambique","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2022","27.89","SOURCE: Mozambique DHS 2022-23. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Mauritania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2015","37.14","SOURCE: Mauritania MICS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
